17.000000,17.000000,0.010200,0.000000,0.000000,-0.841202,0.540721
18.351491,15.117878,0.010200,0.000000,0.000000,0.904797,0.425843
14.650612,16.331187,0.010200,-0.000000,-0.000000,0.343068,0.939310
15.568533,18.316429,0.010200,0.000000,0.000000,0.550273,0.834985
16.646096,21.344108,0.010200,0.000000,0.000000,0.226989,0.973897
17.957311,22.658847,0.010200,0.000000,0.000000,0.606405,0.795156
17.140967,24.045363,0.010200,0.000000,0.000000,0.518338,0.855176
14.695312,24.977108,0.010200,0.000000,0.000000,0.777303,0.629127
18.232249,26.857366,0.010200,0.000000,0.000000,0.761403,0.648279
15.777566,27.763131,0.010200,0.000000,0.000000,0.981494,0.191494
19.701144,30.900859,0.010200,-0.000000,-0.000000,0.522314,0.852753
19.519634,26.917820,0.010200,-0.000000,-0.000000,0.632029,0.774945
21.707329,29.051702,0.010200,0.000000,0.000000,0.872123,-0.489287
22.965679,24.658983,0.010200,0.000000,0.000000,-0.168380,0.985722
24.128150,24.189237,0.010200,0.000000,0.000000,0.073974,0.997260
25.226296,27.470901,0.010200,0.000000,0.000000,-0.771867,0.635785
24.054840,23.087872,0.010200,0.000000,0.000000,-0.285686,0.958323
26.801588,22.703391,0.010200,0.000000,0.000000,-0.082237,0.996613
26.884483,23.106406,0.010200,0.000000,0.000000,-0.137532,0.990497
29.696839,21.982072,0.010200,0.000000,0.000000,-0.724650,0.689117
31.816056,25.160746,0.010200,0.000000,0.000000,0.655098,0.755544
36.118895,23.609434,0.010200,0.000000,0.000000,-0.277440,0.960743
28.483825,19.072117,0.010200,0.000000,0.000000,-0.754894,0.655847
27.095358,15.354626,0.010200,0.000000,0.000000,-0.278725,0.960371
26.451720,14.084146,0.010200,0.000000,0.000000,-0.800399,0.599468
24.886781,16.702485,0.010200,0.000000,0.000000,-0.228299,0.973591
22.586498,16.887011,0.010200,0.000000,0.000000,-0.218299,0.975882
19.390548,20.055779,0.010200,0.000000,0.000000,0.995621,-0.093481
21.627695,23.524313,0.010200,-0.000000,-0.000000,0.523817,0.851831
23.943393,20.600283,0.010200,0.000000,0.000000,-0.450745,0.892653
25.863466,19.440474,0.010200,0.000000,0.000000,-0.144675,0.989479
